,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
tired,-0.09297499805688858,0.408270001411438,0.6106500029563904,-0.5504999756813049,-1.0448999404907227,0.7231199741363525,-0.2791700065135956,0.38611000776290894,0.39809998869895935,-0.6895999908447266,0.0703120008111,0.20587000250816345,0.20858000218868256,-0.5723599791526794,0.056453999131917953,-0.3658199906349182,-0.7884699702262878,0.0250840000808239,0.4881399869918823,-0.012989000417292118,0.1419299989938736,1.2647000551223755,0.22655999660491943,-0.41640999913215637,0.21649999916553497,0.4467799961566925,-0.006694199983030558,-0.5228099822998047,0.7604399919509888,0.4376800060272217,0.010065999813377857,0.20595000684261322,0.10735999792814255,-0.6827099919319153,0.3043400049209595,0.28738999366760254,-0.5968400239944458,-0.09802500158548355,0.7963600158691406,0.12841999530792236,-0.25777000188827515,-0.32273000478744507,0.5138199925422668,-0.4110499918460846,-0.2973099946975708,-0.45058000087738037,0.08818800002336502,0.31213000416755676,0.5951799750328064,-0.8475300073623657,0.13075000047683716,-0.5747100114822388,0.13986000418663025,0.5204499959945679,-0.00887870043516159,-1.2431999444961548,0.18782000243663788,0.452890008687973,0.3533799946308136,0.2159299999475479,0.4164600074291229,0.6625499725341797,-0.9444599747657776,-0.2893199920654297,-0.09637700021266937,-0.04692300036549568,0.6661999821662903,0.07363100349903107,-0.43366000056266785,0.030319999903440475,0.1365099996328354,-0.5687199831008911,-0.08011200278997421,-0.005024599842727184,0.21318000555038452,0.5723599791526794,-0.2839600145816803,0.6457599997520447,-0.0998620018362999,-0.44137001037597656,-0.08017600327730179,0.03730599954724312,-0.862500011920929,0.4920800030231476,-1.655400037765503,-0.302839994430542,-0.926360011100769,0.3978799879550934,-1.3004000186920166,-0.27246999740600586,0.2389100044965744,-0.1064700037240982,-0.0068119000643491745,0.136680006980896,-0.22572000324726105,-0.34060001373291016,-0.30774998664855957,0.30636000633239746,-0.13613000512123108,0.4268200099468231
honestly,-0.39761000871658325,0.6198800206184387,0.6003699898719788,0.1005299985408783,-0.8504499793052673,0.4369199872016907,-0.3841699957847595,0.24034999310970306,0.9554399847984314,-0.05674700066447258,0.28626999258995056,0.46230998635292053,0.493010014295578,-0.4552200138568878,-0.6688100099563599,-0.5646499991416931,-0.293830007314682,0.8046299815177917,-1.090000033378601,0.13315999507904053,0.27518999576568604,0.26767998933792114,-0.9208700060844421,-0.6702799797058105,-0.5643500089645386,-0.14086000621318817,-0.3489699959754944,-0.15015999972820282,0.5187299847602844,-0.14168000221252441,-0.06617499887943268,0.8253200054168701,0.45388999581336975,-0.28981998562812805,0.3247799873352051,0.3856399953365326,-0.3511199951171875,-0.032520998269319534,0.264710009098053,-0.6506100296974182,-0.16641999781131744,0.5682500004768372,-0.14117999374866486,-0.2390100061893463,-1.4996999502182007,-0.3495500087738037,0.7150700092315674,-0.5830199718475342,-0.8236899971961975,-1.1576000452041626,0.1638299971818924,-0.1259700059890747,0.41947999596595764,0.49720001220703125,-0.14409999549388885,-0.1945900022983551,0.5181499719619751,0.16954000294208527,-0.2842000126838684,0.09952399879693985,0.11665000021457672,0.5129500031471252,-0.8731899857521057,-0.872409999370575,-0.02081199921667576,-0.023072000592947006,0.9504299759864807,0.34411001205444336,-0.3850899934768677,0.23789000511169434,0.36489999294281006,0.25262999534606934,0.4419099986553192,-0.2630999982357025,0.33972999453544617,-0.05664899945259094,-0.43740999698638916,-0.24755999445915222,-0.7246999740600586,-0.3257800042629242,0.0009372099884785712,0.1721400022506714,-0.3435800075531006,0.5129299759864807,-0.9423900246620178,-0.7212399840354919,-0.1181500032544136,0.1121399998664856,-0.9656699895858765,-0.12621000409126282,-0.3877899944782257,-0.0424560010433197,-0.20104999840259552,-0.35534000396728516,0.17791999876499176,0.7036299705505371,-0.38339999318122864,-0.13913999497890472,-0.2343199998140335,0.6899799704551697
ugh,0.08859699964523315,0.23191000521183014,0.7983899712562561,-0.40841999650001526,-0.9070900082588196,-0.004960699938237667,0.32569000124931335,0.0604499988257885,0.7276300191879272,-0.008685099892318249,0.949679970741272,0.035996999591588974,-0.3098599910736084,0.261819988489151,0.4356499910354614,-0.1555200070142746,-0.35464999079704285,0.8722800016403198,-0.2272299975156784,0.20371000468730927,0.32839998602867126,0.7459499835968018,-0.02318199910223484,0.27970999479293823,0.5294899940490723,0.8343200087547302,-0.20615999400615692,-0.20055000483989716,0.5773199796676636,-0.9103299975395203,0.24764999747276306,-0.06851200014352798,0.1431100070476532,0.0025377999991178513,-0.10452999919652939,0.14640000462532043,0.19068999588489532,-0.3657500147819519,0.4704200029373169,-0.5651599764823914,0.6330599784851074,0.7230899930000305,-0.7156299948692322,-0.19245000183582306,-0.5691199898719788,-0.8094599843025208,0.12502999603748322,0.14731000363826752,-0.6611499786376953,0.23726999759674072,-0.18713000416755676,0.46171998977661133,-0.23746000230312347,-0.3598800003528595,-1.236299991607666,0.9180399775505066,1.3543000221252441,0.4013899862766266,-0.02323099970817566,-0.5018699765205383,-0.366239994764328,0.03294600173830986,0.043435998260974884,-0.13662000000476837,0.4779199957847595,-0.03077699989080429,-0.22176000475883484,-0.4845600128173828,-0.3313499987125397,0.5996299982070923,0.20432999730110168,0.1964000016450882,-0.027953000739216805,0.01829499937593937,-0.572700023651123,-0.3307400047779083,0.42508000135421753,-0.08384600281715393,0.06566599756479263,-0.08502800017595291,-0.09330599755048752,-0.4699699878692627,0.284960001707077,-0.4027499854564667,-0.07636500149965286,-0.12473999708890915,0.4152800142765045,-0.25220999121665955,-0.6676599979400635,0.6925899982452393,0.3683199882507324,-0.32295000553131104,0.13196000456809998,0.403439998626709,0.37066999077796936,-0.6343500018119812,-0.1762399971485138,-0.26427000761032104,-0.48906999826431274,0.5853800177574158
oops,0.15937000513076782,0.053272999823093414,1.2146999835968018,-0.39677000045776367,-0.5060499906539917,0.03352300077676773,0.5848100185394287,0.15478000044822693,1.5069999694824219,-0.003208399983122945,1.0135999917984009,0.1915699988603592,-0.28470999002456665,-0.0311879999935627,-0.011614999733865261,0.26732999086380005,-0.8001899719238281,0.44822001457214355,-0.38701000809669495,0.4819500148296356,0.6153500080108643,0.7367600202560425,-0.1844400018453598,0.027807999402284622,0.7697399854660034,0.9317200183868408,-0.8313199877738953,-0.12286999821662903,0.3859499990940094,-0.37501999735832214,0.4050399959087372,0.07289499789476395,0.28227999806404114,0.174919992685318,-0.41488999128341675,0.06489100307226181,0.2599300146102905,0.5340099930763245,0.2532599866390228,-1.0793999433517456,0.2569600045681,0.6591399908065796,-0.3619700074195862,-0.005134399980306625,-0.707539975643158,-0.661870002746582,-0.029002999886870384,-0.1143999993801117,-0.22768999636173248,-0.25773000717163086,-0.3103800117969513,0.3802100121974945,0.06294599920511246,0.036531999707221985,-1.0555000305175781,0.21648000180721283,0.8011199831962585,0.6297000050544739,-0.19856999814510345,-0.057399000972509384,-0.5706499814987183,0.4262000024318695,-0.1707099974155426,0.09993000328540802,0.2722800076007843,-0.1510699987411499,-0.09163600206375122,-0.4326399862766266,-0.7444499731063843,0.23836000263690948,0.02889999933540821,-0.12665000557899475,-0.1399099975824356,0.04777200147509575,-0.18871000409126282,-0.48982998728752136,0.002119299955666065,0.34703999757766724,0.3157700002193451,-0.5347099900245667,0.3738600015640259,-0.7785400152206421,0.5042999982833862,0.032538000494241714,-0.3735100030899048,-0.2285899966955185,0.45653998851776123,-0.7937999963760376,-0.2621900141239166,0.185479998588562,0.008331499993801117,0.2429399937391281,0.047867000102996826,0.10063999891281128,0.4929099977016449,-0.799560010433197,0.26780998706817627,0.05809200182557106,-0.38877999782562256,0.7356100082397461
empathy,0.6388999819755554,0.8105700016021729,0.3525199890136719,0.018353000283241272,-0.07524999976158142,0.04110100120306015,-0.4743199944496155,-0.5454199910163879,0.03914799913764,-0.025028999894857407,-0.6268399953842163,-0.0360260009765625,-0.056922998279333115,-0.7930399775505066,0.8734999895095825,0.07053499668836594,-0.40814000368118286,0.43946999311447144,-0.5435799956321716,0.5559499859809875,-0.4461599886417389,-0.1907700002193451,-0.5163999795913696,-0.77947998046875,0.6789799928665161,0.5563300251960754,0.1799200028181076,0.21449999511241913,0.22702999413013458,-0.291949987411499,0.22971999645233154,0.7188699841499329,-0.5270100235939026,0.20598000288009644,0.013407000340521336,0.20816999673843384,0.3425999879837036,0.7902100086212158,0.05069899931550026,0.2888999879360199,0.06686200201511383,-0.13583999872207642,-0.13761000335216522,-0.47293999791145325,-0.7714700102806091,-0.0514179989695549,0.46090999245643616,0.09988400340080261,-0.08308500051498413,-0.029178999364376068,-0.3529599905014038,-0.1562899947166443,0.446260005235672,0.9769600033760071,0.1996999979019165,-0.10858000069856644,0.9440000057220459,-0.5827299952507019,-0.13134999573230743,-0.559149980545044,0.33698999881744385,0.46393001079559326,0.09520699828863144,-0.12724000215530396,-0.10550999641418457,0.37755998969078064,0.4076400101184845,-0.6089699864387512,0.3559899926185608,-0.10486999899148941,0.11632999777793884,0.14673000574111938,0.17443999648094177,-0.4219599962234497,0.8140000104904175,1.0849000215530396,-0.031029999256134033,-0.1134599968791008,-0.11507000029087067,-0.04442699998617172,-0.5982000231742859,0.6016200184822083,-0.046163998544216156,0.1658799946308136,-1.1713000535964966,0.46024999022483826,-0.0656059980392456,0.8152099847793579,-0.764549970626831,-0.5424200296401978,-0.1568399965763092,-0.25290000438690186,-0.16601000726222992,0.07826200127601624,0.6936200261116028,0.07252500206232071,-0.2315099984407425,-0.9751499891281128,-0.0851380005478859,0.7283099889755249
ouch,-0.4019100069999695,0.4484800100326538,0.7437800168991089,-1.6612000465393066,-1.0185999870300293,-0.12762999534606934,-0.3232499957084656,0.3514699935913086,1.0875999927520752,-0.03716599941253662,0.560920000076294,0.3068599998950958,-0.20954999327659607,0.39188000559806824,0.28501999378204346,0.23643000423908234,-0.6200399994850159,-0.34894999861717224,-0.49706000089645386,-0.29392001032829285,0.3467099964618683,0.4553000032901764,-1.19760000705719,0.8838000297546387,0.6330599784851074,0.5805500149726868,-0.12211000174283981,-0.46132999658584595,0.579230010509491,-0.3579699993133545,0.5593199729919434,-0.13555000722408295,-0.17056000232696533,0.1913899928331375,-0.17377999424934387,0.22447000443935394,-0.024457000195980072,0.1473200023174286,-0.24221999943256378,-0.31053000688552856,0.22634999454021454,1.5161000490188599,-0.48721998929977417,-0.49248000979423523,-0.5517200231552124,-0.3295400142669678,0.06657099723815918,-0.5259000062942505,-0.7284600138664246,-0.1942099928855896,-0.02814299985766411,0.260699987411499,-0.42107999324798584,-0.5267900228500366,-0.715969979763031,0.29038000106811523,0.25,0.5357000231742859,-0.2797200083732605,-0.6415600180625916,-0.7676399946212769,0.19752000272274017,-0.11546000093221664,0.19995999336242676,-0.0661809965968132,-0.37790998816490173,-0.6420699954032898,-0.14881999790668488,0.11027000099420547,0.6128299832344055,0.5644299983978271,0.4015200138092041,-0.08918300271034241,0.265859991312027,-0.12977999448776245,0.6406099796295166,0.33449000120162964,0.0057067000307142735,-0.07609199732542038,-0.5933099985122681,0.30632999539375305,-0.1344899982213974,-0.27955999970436096,-0.5118899941444397,0.31512001156806946,0.28176000714302063,0.11387000232934952,-0.2966499924659729,-0.09836400300264359,0.3522700071334839,0.5276700258255005,-0.2597399950027466,-0.16590000689029694,0.29469001293182373,0.6022800207138062,-0.43355000019073486,0.6991999745368958,-0.4166499972343445,0.18783000111579895,0.7173900008201599
feel,-0.04289500042796135,0.7067099809646606,0.7531599998474121,-0.5996299982070923,-0.8016899824142456,0.6009399890899658,-0.6741899847984314,0.2359199970960617,0.24005000293254852,-0.36371999979019165,-0.2272000014781952,0.0360260009765625,0.4659099876880646,-0.36232998967170715,-0.31325000524520874,-0.36757001280784607,-0.5725499987602234,0.30660998821258545,-0.4860599935054779,0.6321399807929993,0.2893100082874298,0.6074100136756897,-0.00867880042642355,-0.6820600032806396,-0.18410000205039978,0.2484699934720993,0.09590200334787369,-0.6910799741744995,0.9086899757385254,-0.3922399878501892,0.14345000684261322,0.7811200022697449,-0.11601000279188156,0.060311999171972275,0.46299999952316284,-0.04419099912047386,0.14283999800682068,0.6223400235176086,0.2394299954175949,-0.46814998984336853,-0.2255299985408783,-0.3192000091075897,0.31396999955177307,-0.4230799973011017,-0.408270001411438,-0.2465900033712387,0.515720009803772,0.3549399971961975,0.3154500126838684,-1.4042999744415283,-0.16485999524593353,-0.055507998913526535,0.10260000079870224,0.615149974822998,0.126910001039505,-2.2379000186920166,0.6951000094413757,0.12609000504016876,1.0901000499725342,0.2595300078392029,0.2297399938106537,1.1124999523162842,-1.0155999660491943,-0.41881000995635986,0.3885299861431122,-0.04885600134730339,0.9177500009536743,0.0019731998909264803,-0.6916199922561646,-0.5894500017166138,0.35721999406814575,-0.5217999815940857,-0.12020000070333481,-0.13826000690460205,0.21568000316619873,0.5788000226020813,0.037060000002384186,-0.05726400017738342,-0.027096999809145927,-0.25525999069213867,-0.39219000935554504,0.03794800117611885,-0.850409984588623,0.4635399878025055,-1.6461999416351318,-0.2717599868774414,-0.18171000480651855,-0.038026001304388046,-0.9762300252914429,-0.5140399932861328,0.06944499909877777,-0.4601300060749054,0.2507300078868866,-0.5078200101852417,-0.15645000338554382,0.1207600012421608,-0.055867999792099,-0.5422999858856201,0.11808999627828598,0.3997400104999542
flawed,-0.14593000710010529,0.27869001030921936,0.9210000038146973,-0.31527000665664673,-0.2044299989938736,-0.2542099952697754,0.41492000222206116,0.24661000072956085,0.1843000054359436,0.3977000117301941,-0.3551099896430969,0.5864099860191345,0.628030002117157,-0.8415300250053406,-0.2894800007343292,0.6913099884986877,-0.020959999412298203,0.483460009098053,0.7780299782752991,0.6486200094223022,0.096670001745224,-0.7395300269126892,1.2077000141143799,-0.19989000260829926,0.09491799771785736,-0.3756299912929535,-0.6373000144958496,-0.16071000695228577,-0.34279000759124756,0.60139000415802,1.2726000547409058,0.3330700099468231,-0.5728200078010559,-0.49740999937057495,-0.21619999408721924,-0.5122299790382385,-0.4431299865245819,-0.22753000259399414,0.0031528999097645283,-0.17587000131607056,-0.46588999032974243,0.2975800037384033,0.25211000442504883,0.13041000068187714,-0.8863400220870972,-0.6947500109672546,0.3824799954891205,0.11879000067710876,-1.11899995803833,-0.35572001338005066,0.42197999358177185,0.07110600173473358,0.17757999897003174,0.5444999933242798,-0.46880000829696655,-0.8023899793624878,0.7706199884414673,0.3795500099658966,0.7449600100517273,-0.5230500102043152,-0.8931900262832642,0.09346699714660645,0.11106999963521957,0.07201600074768066,0.42767998576164246,-0.5994300246238708,-0.47804999351501465,0.2812100052833557,-0.4674600064754486,-0.20302000641822815,0.36188000440597534,0.2885499894618988,0.007772599812597036,0.49344000220298767,-0.27720001339912415,-0.30897000432014465,0.06246199831366539,0.9182000160217285,-1.067199945449829,-0.227510005235672,0.42789000272750854,0.70728999376297,-0.42730000615119934,0.04877600073814392,-1.4169000387191772,0.23492999374866486,0.4008699953556061,0.19423000514507294,-1.232800006866455,-0.7152699828147888,-0.03087799996137619,0.0062939999625086784,-0.5346999764442444,0.5545600056648254,0.6235600113868713,0.09703599661588669,-0.12897999584674835,-0.4606199860572815,-0.17993000149726868,0.2596299946308136
felt,0.0450109988451004,0.10642000287771225,0.34136998653411865,-0.3777399957180023,-0.7999699711799622,0.2920700013637543,-0.3606399893760681,0.2538500130176544,-0.015575000084936619,-0.2828499972820282,-0.06313499808311462,0.21257999539375305,0.3809700012207031,-0.37455999851226807,-0.19168999791145325,-0.48732998967170715,-0.618149995803833,0.2121499925851822,-0.6821500062942505,0.11248999834060669,0.49869000911712646,0.6632300019264221,-0.1071000024676323,-0.5253099799156189,0.2103399932384491,0.2966099977493286,0.20804999768733978,-0.19460000097751617,0.6308199763298035,0.03728799894452095,0.37674999237060547,0.8306199908256531,0.1391499936580658,0.3119800090789795,0.01512600015848875,-0.06712000072002411,0.31679001450538635,0.7556599974632263,-0.1275700032711029,0.04048600047826767,-0.7747700214385986,-0.06626900285482407,0.6117500066757202,-0.2725600004196167,-0.19072000682353973,-0.26728999614715576,0.8489300012588501,0.3283500075340271,0.5085700154304504,-1.2825000286102295,-0.19137999415397644,-0.05719799920916557,0.3136399984359741,0.4777100086212158,-0.16395999491214752,-2.295599937438965,0.39419999718666077,-0.10812000185251236,0.6879000067710876,0.6963599920272827,0.5117899775505066,1.17739999294281,-0.897130012512207,0.17749999463558197,0.18127000331878662,-0.40029001235961914,0.5976799726486206,0.051375001668930054,-0.4128299951553345,-0.19280999898910522,0.17348000407218933,0.057659998536109924,0.08454199880361557,0.13072000443935394,0.2931399941444397,0.6355699896812439,0.10681000351905823,0.02742999978363514,-0.3156299889087677,0.32951000332832336,-0.4839699864387512,0.053227998316287994,-0.9085299968719482,0.01563199982047081,-1.7259000539779663,-0.5308399796485901,-0.13540999591350555,-0.07726100087165833,-1.0389000177383423,-0.5716400146484375,0.14684000611305237,-0.8463600277900696,0.013890000060200691,-0.18435999751091003,-0.1050100028514862,0.5182399749755859,-0.3334999978542328,-0.003823499893769622,-0.1549600064754486,0.054356999695301056
breathe,-0.6117799878120422,0.16535000503063202,0.4923500120639801,-0.23673999309539795,-0.03097599931061268,0.3006899952888489,-0.26941001415252686,-0.04842500016093254,0.7141500115394592,-0.972540020942688,0.07034199684858322,0.053373999893665314,-0.4061200022697449,0.0013410999672487378,-0.5053499937057495,-0.5665199756622314,0.10863000154495239,0.47021999955177307,-0.12345000356435776,-0.30577999353408813,-0.04121499881148338,0.4835300147533417,-0.5108699798583984,-0.08115299791097641,0.0650700032711029,0.6578800082206726,-1.1371999979019165,-0.5622299909591675,0.8680800199508667,0.37834998965263367,-0.3630799949169159,0.6450899839401245,-0.5676299929618835,0.2708199918270111,0.12981000542640686,0.5628600120544434,0.18885000050067902,0.41005998849868774,0.3955700099468231,-0.3248400092124939,-0.16408999264240265,-0.03512699902057648,-0.9149399995803833,-0.24878999590873718,-0.3365199863910675,0.3147599995136261,0.023260999470949173,0.37828001379966736,0.01811099983751774,-0.5493199825286865,-0.6488999724388123,0.37821999192237854,0.20211000740528107,0.5013800263404846,0.20996999740600586,-0.9948800206184387,0.4759399890899658,-0.2893100082874298,0.4246799945831299,0.16359999775886536,0.4282799959182739,1.142699956893921,-0.5929800271987915,-0.24041999876499176,-0.04913099855184555,0.8480200171470642,0.8186399936676025,-0.7514200210571289,-0.44811999797821045,-1.4140000343322754,0.48555999994277954,-0.43647998571395874,0.26958999037742615,0.04676099866628647,0.6503000259399414,0.3804599940776825,-0.9387999773025513,-0.23767000436782837,0.03200099989771843,-0.8181999921798706,-0.12233000248670578,-0.0340769998729229,-0.4641300141811371,0.9859399795532227,-0.7293999791145325,0.020424000918865204,1.1021000146865845,0.8152999877929688,-0.8051599860191345,1.003999948501587,1.0140999555587769,-0.22554999589920044,-0.07548599690198898,0.1532299965620041,0.18432000279426575,0.2024500072002411,0.4025000035762787,0.021074000746011734,0.07917000353336334,0.012601000256836414
